hwid,issuer,expires,global,username,suspensions
47303-03333-312D3-13030-30302-D3030-30303-12D41-41373-03,IcePools,NEVER,0,SupDogg,1
NONE,IcePools,NEVER,0,Rithik,1
64656-1646D-30303-33330-2D353-03332-362D3-33632-35332-D4141-4F454,IcePools,NEVER,0,Deadmockey,1
63776-97474-30303-33235-2D383-13436-332D3-33133-35312-D4141-4F454,PhantomExploitsYT,NEVER,0,Nathen,1
75736-57230-30333-3312D-31303-03030-2D303-03030-312D4-14134-393,IcePools,NEVER,0,jarrybee,1
65746-8616E-30303-33330-2D353-03030-302D3-03030-30302-D4141-4F454,IcePools,NEVER,0,te3hee,1
4C494-64554-41423-03033-33302-D3830-30303-02D30-30303-0302D-41413-1303,Lucifer,NEVER,0,LIFETAB,1
50657-46572-30303-33331-2D323-03330-342D3-13032-33382-D4141-36373,ILoveCheeseYeaar,NEVER,0,sertyspeed,1
NONE,IcePools,NEVER,1,sync101,1
6B617-96465-30303-33330-2D353-13239-312D3-63439-38342-D4141-4F454,IcePools,NEVER,0,gjsmith,2
4C656-F6E30-30333-3312D-32303-03230-2D303-03030-302D4-14132-333,IcePools,NEVER,0,RAZEZ,1
41746-96630-30333-3312D-32303-33531-2D353-33234-302D4-14132-323,IcePools,NEVER,0,atomfan123,1
73657-47570-30303-33731-2D4F4-54D2D-39333-13032-39342-D3831-36313,IcePools,NEVER,0,dungle603,2
NONE,IcePools,NEVER,0,WaveZoom,1
6A617-36B69-30303-33235-2D393-63633-352D3-13535-33382-D4141-4F454,ecstatic,NEVER,0,lolsirhurtislife,1
61736-86C65-30303-33235-2D383-13634-302D3-43933-35372-D4141-4F454,IcePools,NEVER,0,Slayrie,1
41444-14D30-30333-3312D-31303-03030-2D303-03030-312D4-14131-303,IcePools,2020-02-14,0,dustinshaun,1
616F6-93037-30303-33236-2D303-03836-312D3-23533-38392-D4141-4F454,IcePools,NEVER,1,mom,2
65636-B7376-69693-03033-32352-D3831-33383-62D32-38353-7312D-41414-F454,IcePools,NEVER,1,XVX,2
636C6-17373-69633-03033-32372-D3730-30303-02D30-30303-0312D-41413-7343,IcePools,NEVER,1,xhz,2
736F6-2696B-30303-33235-2D393-63335-392D3-43736-33322-D4141-4F454,IcePools,NEVER,0,JacobSO1,1
70633-23031-38303-03332-352D3-83033-39312-D3234-32313-52D41-414F4-54,IcePools,NEVER,0,shiton,1
53656-7616C-6C303-03333-312D3-13030-30302-D3030-30303-12D41-41393-93,ecstatic,2020-10-02,0,Doge2323232,1
NONE,IcePools,NEVER,0,EpicGamurBoi,2
NONE,IcePools,NEVER,0,nicolemonika,3
48503-03033-37312-D4F45-4D2D3-83939-32363-7312D-30303-0303,ecstatic,NEVER,0,gamerx,1
44796-C616E-30303-33236-2D333-03030-302D3-03030-30312-D4141-38303,ecstatic,NEVER,0,royale,2
736F6-D6E31-30303-33235-2D393-63138-362D3-03732-35312-D4141-4F454,ecstatic,NEVER,0,BananenGang,1
596F7-57373-65663-03033-32382-D3130-30303-02D30-30303-0312D-41413-7353,IcePools,NEVER,0,blankfetti,1
NONE,IcePools,NEVER,0,JadedPariah,1
6F726-17A74-30303-33235-2D393-63438-372D3-83236-36372-D4141-4F454,ILoveCheeseYeaar,NEVER,0,juanpoable,1
64656-C6C30-30333-3312D-31303-03030-2D303-03030-312D4-14138-393,IcePools,NEVER,0,Tony7o7,2
48445-A3030-33323-52D38-30313-6352D-36383-23339-2D414-14F45-4,Ricky253,NEVER,0,StrafeModz,3
NONE,IcePools,NEVER,0,yoruxxin,4
6B616-C6534-30303-33237-2D373-03030-302D3-03030-30312-D4141-37343,Ricky253,NEVER,0,Iightreyz,1
NONE,IcePools,NEVER,0,ballsack88,1
75736-57230-30333-3302D-35303-03030-2D303-03030-302D4-1414F-454,IcePools,NEVER,0,awesomeboi00,2
NONE,tue7f,NEVER,0,GmantronSH,2
NONE,IcePools,NEVER,0,AdhamAs1367ytg,1
NONE,ecstatic,2020-10-13,0,Jeremy11REE17,2
41646-D696E-30303-33330-2D383-03030-302D3-03030-30302-D4141-31353,IcePools,NEVER,0,Vxde,2
424F4-24130-30343-2352D-30303-03030-2D303-03030-322D4-14136-393,IcePools,NEVER,1,dimulcu,1
424F4-24130-30343-2352D-30303-03030-2D303-03030-322D4-14136-393,IcePools,NEVER,1,73scunev,11
6A736-16C77-30303-33235-2D393-63633-302D3-33332-31332-D4141-4F454,IcePools,NEVER,0,jaysalway,2
42617-27465-6B303-03332-392D3-93030-30302-D3030-30303-12D41-41313-83,IcePools,NEVER,0,JoJiX,3
57696-E3130-30303-33236-2D313-03030-302D3-03030-30302-D4141-37313,IcePools,NEVER,0,Muhahahaha,2
4A543-13137-30303-33235-2D383-13232-382D3-13333-30372-D4141-4F454,ecstatic,NEVER,0,EPIXGAMER4231,1
63686-9616C-30303-33235-2D383-13732-392D3-23736-31372-D4141-4F454,ILoveCheeseYeaar,NEVER,0,turtturtturt,1
6E6F6-1696D-30303-33330-2D383-03231-372D3-13836-32342-D4141-36333,Ricky253,NEVER,0,RickWIl,1
NONE,IcePools,NEVER,0,faesies,2
75737-56172-696F3-03033-33302-D3830-30303-02D30-30303-0302D-41413-4363,IcePools,NEVER,0,HectorCazares,1
45474-24F30-30333-2352D-38303-03030-2D303-03030-302D4-1414F-454,IcePools,NEVER,0,Flury,2
45766-57265-74743-03033-32352-D3830-30303-02D30-30303-0302D-41414-F454,IcePools,2020-02-14,0,everett,1
6E6E3-03033-33312-D3130-30303-02D30-30303-0312D-41413-6363,IcePools,NEVER,0,aSxDo,2
6C697-4746C-30303-33235-2D383-13633-382D3-33939-38392-D4141-4F454,IcePools,2020-02-14,0,MafiaFelineBoss,1
6E656-8615F-30303-33235-2D383-13331-392D3-93933-31322-D4141-4F454,IcePools,NEVER,1,Losba,1
636F7-27969-30303-33235-2D383-03030-302D3-03030-30302-D4141-4F454,IcePools,NEVER,0,Sxibrna,3
NONE,IcePools,NEVER,0,crimelobster,3
75303-03332-352D3-83131-33322-D3431-34353-62D41-414F4-54,tue7f,2020-02-14,0,t0psh4gg3r,2
63613-63833-30303-33235-2D383-43930-342D3-53837-31382-D4141-4F454,IcePools,NEVER,0,MrEasyBuilding,3
436C6-17261-32353-13737-2D313-23036-2D343-73638-2D323-43539-3,IcePools,NEVER,0,MLGTSM2,3
616E6-47265-30303-33236-2D303-03835-302D3-13832-37352-D4141-4F454,IcePools,NEVER,0,Terrarusis,4
526F6-8616E-30303-33235-2D393-53830-302D3-03030-30302-D4141-4F454,IcePools,NEVER,0,FishyPLayz,2
44E97-2696F-30303-33731-2D313-7372D-30303-03030-36312-D3835-34313,IcePools,NEVER,0,krawky,1
NONE,IcePools,NEVER,0,CompleteSavage21,1
4C617-2616E-6A6F4-27265-6B733-03033-33312-D3130-30303-02D30-30303-0312D-41413-1353,IcePools,NEVER,0,Mateuk82,1
55736-57230-30333-2362D-31303-03030-2D303-03030-302D4-14132-393,IcePools,NEVER,0,Studentswag2131,1
726F6-77565-30303-33235-2D383-03338-312D3-43931-34382-D4141-4F454,IcePools,NEVER,0,Vamp,1
75736-57230-30333-3302D-38303-03030-2D303-03030-302D4-14137-383,IcePools,NEVER,0,idawid,2
NONE,besthussain1,NEVER,0,besza3286,8
NONE,IcePools,NEVER,0,strapabieee,2
6D617-47477-30303-33330-2D353-03335-332D3-73637-36382-D4141-4F454,IcePools,NEVER,0,TheMajesticSpud,3
7A786-66561-30303-33330-2D383-03030-302D3-03030-30302-D4141-39333,IcePools,NEVER,0,rtx2070ti,4
NONE,IcePools,NEVER,0,Carlos3212,3
72656-B6465-30303-33236-2D333-03030-302D3-03030-30312-D4141-32323,IcePools,NEVER,0,rekdemon,1
64616-E6965-30303-33432-2D353-03639-372D3-93032-38372-D4141-4F454,IcePools,2020-02-14,0,RunBowl,1
6C697-56430-30333-3302D-38303-03030-2D303-03030-302D4-14132-343,IcePools,NEVER,0,Liud,3
54616-C6861-30303-33238-2D313-03030-302D3-03030-30312-D4141-32333,IcePools,NEVER,0,Vpous,1
46656-56C30-30333-3302D-38303-03030-2D303-03030-302D4-14131-343,IcePools,NEVER,0,Feelkeko,1
4C656-76974-61653-86539-2D336-63539-322D3-36232-66372-D6132-61623,IcePools,NEVER,0,Legi6,1
47723-3794A-72303-03333-312D3-13030-30302-D3030-30303-12D41-41313-13,KicksboySirHurt,NEVER,0,gr3y,1
61726-A756E-30303-33235-2D393-63436-352D3-23938-39322-D4141-4F454,IcePools,NEVER,0,smartarjun,1
4D636-17436-30303-33235-2D383-13737-392D3-43239-32332-D4141-4F454,IcePools,NEVER,0,Mustachecat142,2
55534-55230-30333-3302D-38303-03030-2D303-03030-302D4-14130-333,IcePools,NEVER,0,jessecool190711,3
53747-2696B-654B6-96E67-30303-33331-2D313-03030-302D3-03030-30312-D4141-37303,IcePools,NEVER,0,dnike,2
59617-3696E-30303-33330-2D383-03131-382D3-13039-38392-D4141-30353,Voidless,NEVER,0,4dnkgtz,1
6D616-36870-6F727-43030-33333-02D38-30303-0302D-30303-03030-2D414-13831-3,IcePools,NEVER,1,machportt,1
736B6-96C6C-65723-03033-32392-D3030-30303-02D30-30303-0332D-41413-9323,IcePools,NEVER,0,bobux,2
73697-5686F-30303-33235-2D393-63635-332D3-63432-30302-D4141-4F454,IcePools,NEVER,1,machport,1
NONE,IcePools,NEVER,0,lud1c,1
73636-86F6F-6C733-03033-33312-D3130-30303-02D30-30303-0312D-41413-1303,IcePools,NEVER,1,legitAA,2
6B616-4656E-30303-33236-2D303-33533-362D3-43632-33302-D4141-4F454,Iris,NEVER,0,Eodly2,1
4D617-47468-65772-04861-776B7-33030-33323-82D31-30303-0302D-30303-03031-2D414-13537-3,IcePools,NEVER,0,hawksmatt132,2
626C7-96E71-30303-33235-2D383-13531-322D3-83836-30322-D4141-4F454,cykahvh1174,NEVER,0,b00ter1234s,1
41646-16D73-30303-33235-2D383-13831-382D3-73133-30382-D4141-4F454,IcePools,NEVER,0,Adams,3
6C696-F7230-30333-3312D-32303-33530-2D383-63335-312D4-14135-303,IcePools,NEVER,0,liorgorskiy,2
63776-56262-30303-33331-2D313-03030-302D3-03030-30302-D4141-32303,IcePools,NEVER,0,iiicapybara,1
616C7-06861-30303-33235-2D383-13131-372D3-13336-34302-D4141-4F454,IcePools,NEVER,0,l6thal,1
68656-E6472-30303-33536-2D303-23036-362D3-63331-35302-D4141-4F454,IcePools,NEVER,0,RobloxUserLol,1
74796-C6572-30303-33235-2D383-13535-382D3-33536-38332-D4141-4F454,IcePools,NEVER,0,Dontbanmeplease2,1
4E696-3686F-30303-33235-2D383-13833-352D3-33034-33362-D4141-4F454,IcePools,NEVER,0,Bananas,1
4F6C6-C6965-20576-96C6C-69616-D736F-6E303-03333-302D3-63330-34332-D3137-37383-32D41-414F4-54,IcePools,NEVER,0,NateTheOPOG,1
61303-03333-312D3-13030-30302-D3030-30303-12D41-41303-43,IcePools,NEVER,0,Sygaaw,1
70683-0306E-30303-33235-2D383-13834-342D3-73832-30312-D4141-4F454,IcePools,NEVER,0,butchahknife,1
NONE,IcePools,NEVER,0,nothingman20201,3
52756-2656E-30303-33238-2D393-03030-302D3-03030-30302-D4141-4F454,IcePools,NEVER,0,MrN0M3rcy,2
65726-9636D-30303-33236-2D313-03030-302D3-03030-30302-D4141-36373,IcePools,NEVER,0,vaperwave,1
6E657-26462-30303-33235-2D383-03535-362D3-23833-31392-D4141-4F454,KicksboySirHurt,NEVER,0,CrynTox,1
NONE,Lucifer,NEVER,0,trashnoname,1
6D757-37461-30303-33330-2D373-13238-372D3-63837-38342-D4141-4F454,tue7f,NEVER,0,ttvdefault,5
6D657-96572-30303-33237-2D333-03538-382D3-83432-30312-D4141-4F454,Lucifer,NEVER,0,dingdong123,1
NONE,tue7f,NEVER,0,nore939,1
6C656-B7361-30303-33331-2D313-03030-302D3-03030-30312-D4141-37303,tue7f,NEVER,0,LexRevelation,1
72616-66165-30303-33432-2D343-13332-332D3-03933-35352-D4141-4F454,KicksboySirHurt,NEVER,0,Unadmin,1
NONE,KicksboySirHurt,NEVER,0,Teamie2121,1
46617-66F75-72303-03332-362D3-13030-30302-D3030-30303-02D41-41303-23,IcePools,NEVER,0,IAZUUU,1
54686-16E6F-30303-33235-2D383-13339-392D3-43835-37382-D4141-4F454,IcePools,NEVER,0,asshurtboyoby,1
NONE,IcePools,NEVER,0,AbsentFun,1
64796-E6F6D-65746-53030-33323-62D31-30303-5322D-36373-33138-2D414-13033-3,IcePools,NEVER,0,dynomete,2
NONE,IcePools,NEVER,0,adenkilller,2
6D6C7-5636B-30303-33536-2D303-23234-362D3-33836-33302-D4141-4F454,IcePools,NEVER,0,DevXero,2
74756-D6167-30303-33236-2D313-03030-302D3-03030-30302-D4141-33303,Lucifer,NEVER,0,126262,1
44656-17468-30303-33330-2D383-03030-302D3-03030-30302-D4141-36343,IcePools,NEVER,0,mfzinagiota,2
4B617-97365-30303-33235-2D383-13733-352D3-53330-33322-D4141-4F454,IcePools,NEVER,0,anarchyapp,1
NONE,IcePools,NEVER,0,Drpyex,1
61647-26961-30303-33235-2D383-13838-392D3-23730-35332-D4141-4F454,Lucifer,NEVER,0,Ilovetoexploit,1
616E6-47265-30303-33235-2D383-13234-382D3-33739-36302-D4141-4F454,IcePools,NEVER,0,andybww,2
NONE,IcePools,NEVER,0,ZedBoyT,1
41636-57230-30333-3302D-38303-03030-2D303-03030-302D4-14137-333,Lucifer,NEVER,0,RLCRPAccount,1
42727-96E20-4A6F6-26C69-6E673-03033-32352-D3831-35323-02D34-32363-3322D-41414-F454,IcePools,NEVER,0,Bryn43,2
41646-D696E-69737-47261-746F7-23030-33393-12D38-30303-0302D-30303-03031-2D414-13038-3,tue7f,NEVER,0,huynhduyv,1
41646-D696E-69737-47261-746F7-23030-33393-12D38-30303-0302D-30303-03031-2D414-13038-3,tue7f,NEVER,0,hoangcaca12,1
41646-D696E-69737-47261-746F7-23030-33393-12D38-30303-0302D-30303-03031-2D414-13038-3,tue7f,NEVER,0,hoang4bn,1
616E7-4686F-30303-33235-2D383-03730-362D3-43130-33342-D4141-4F454,IcePools,NEVER,1,chaust,3
7A657-A7374-30303-33235-2D393-63636-362D3-33330-36342-D4141-4F454,Lucifer,NEVER,0,NipperDude,1
6A616-36B64-30303-33235-2D393-63731-392D3-23138-35382-D4141-4F454,KicksboySirHurt,NEVER,0,verxekiller,1
616C6-56363-30303-33236-2D313-03837-392D3-93539-36322-D4141-35313,Lucifer,NEVER,0,lilrock,1
NONE,IcePools,NEVER,0,cstong,2
70726-57374-30303-33330-2D383-03030-302D3-03030-30302-D4141-33353,IcePools,NEVER,0,Odiu,2
NONE,cykahvh1174,NEVER,0,Bladelol,1
69557-36572-30303-33331-2D313-03030-302D3-03030-30312-D4141-32333,IcePools,NEVER,0,POP3ggggg,1
74756-67575-31656-66464-2D646-26333-392D6-23934-62322-D3862-65643,Robloxian54334,NEVER,0,BetaScripts,1
NONE,Lucifer,NEVER,0,eve,1
31534-94444-49515-54954-414C3-03033-33312-D3230-30393-22D30-36383-9392D-41413-9363,IcePools,NEVER,0,darkmystlc,2
44454-C4C30-30333-7312D-4F454-D2D38-39393-23637-312D3-03035-323,Lucifer,NEVER,0,locmk123,1
75736-57230-30333-2362D-31303-03030-2D303-03030-302D4-14132-323,IcePools,NEVER,0,Dejwit,2
75736-57230-30333-3302D-35303-03030-2D303-03030-302D4-1414F-454,IcePools,NEVER,0,NajmiEnsem,2
NONE,IcePools,NEVER,0,deadQT,1
434A3-03033-33312-D3130-30303-02D30-30303-0312D-41413-0353,IcePools,NEVER,0,Syslx,1
44757-3616E-30303-33330-2D353-03030-302D3-03030-30302-D4141-4F454,IcePools,NEVER,0,DukiSrb,2
62726-56E64-30303-33235-2D383-13537-322D3-53130-30382-D4141-4F454,IcePools,NEVER,0,Precbutnotprecise,1
6A616-B6561-534F4-D5247-2D4D6-16165-532D6-24C4E-52522-D5465-614F4-C2D39-37654-D4,IcePools,NEVER,0,jeffman1979,3
61626-4616C-30303-33235-2D383-13733-312D3-43535-39302-D4141-4F454,austiin,NEVER,0,Averias,2
4C454-E4F56-4F303-03332-372D3-63030-30302-D3030-30303-02D41-41303-43,Lucifer,NEVER,0,JokerHaziq,1
6C696-F7274-30303-33236-2D313-03030-302D3-03030-30302-D4141-31383,IcePools,NEVER,0,liortotsed,2
41626-96761-696C3-03033-32352-D3830-39323-02D36-31373-4332D-41414-F454,IcePools,NEVER,0,ldhise01,2
4C617-57230-30333-3312D-31303-03030-2D303-03030-312D4-14132-313,Lucifer,NEVER,0,LaurStop,1
53616-A616E-204D6-97368-72613-03033-33312-D3130-30303-02D30-30303-0312D-41413-5303,IcePools,NEVER,0,BigY3ll0w,2
47686-F7270-61646-54661-73303-03333-302D3-83030-30302-D3030-30303-02D41-41363-53,IcePools,NEVER,0,icepcp,2
79736-F6C69-30303-33235-2D383-13232-332D3-63831-35372-D4141-4F454,Lucifer,NEVER,0,CHESEKING,1
706F7-37465-30303-23631-2D363-03030-302D3-03030-30302-D4141-37313,Lucifer,NEVER,0,Wasabi,1
53616-D616E-74686-12E48-75647-36F6E-30303-33331-2D313-03030-302D3-03030-30312-D4141-36353,austiin,NEVER,0,dosved,1
NONE,IcePools,NEVER,1,FUCKSIRHURT,1
44656-E6973-30303-13739-2D363-03539-392D3-23535-30332-D4141-4F454,IcePools,NEVER,0,Denisaras208,2
55736-57230-30333-2352D-39363-13633-2D373-13535-332D4-1414F-454,IcePools,NEVER,0,SynapseXUser213,2
79616-E676B-30303-33235-2D383-13531-352D3-23033-33382-D4141-4F454,IcePools,NEVER,0,Kyle2851,1
6D617-47469-30303-33536-2D303-23136-372D3-43331-37362-D4141-4F454,IcePools,NEVER,0,FreddieTheIdiot,2
6E696-E7430-30333-3302D-38303-03030-2D303-03030-302D4-14132-323,IcePools,NEVER,1,cuzao,1
65643-03033-32352-D3936-37363-22D39-39323-0342D-41414-F454,IcePools,NEVER,0,xmc,2
64696-F756C-30303-33331-2D323-03032-302D3-03030-30302-D4141-36303,IcePools,NEVER,0,yusufamir,1
4C657-76973-30303-33330-2D383-03030-302D3-03030-30302-D4141-32323,IcePools,2021-05-06,0,Luxi,1
53776-56574-30303-33331-2D313-03030-302D3-03030-30312-D4141-32333,IcePools,NEVER,0,Sweetbaloso,2
6B6B7-26173-30303-33235-2D383-13234-322D3-03135-38392-D4141-4F454,Lucifer,2021-05-11,0,Kickinqq,1
456C6-56374-72615-83030-33323-52D39-36363-4342D-35383-63134-2D414-14F45-4,IcePools,NEVER,0,awhjaxe,2
426C6-57373-30303-33235-2D383-03333-302D3-53235-31302-D4141-4F454,IcePools,NEVER,0,Botboi213,3
NONE,IcePools,NEVER,0,casian,2
436F6-D7075-74657-23030-33323-52D39-35383-9392D-30373-93833-2D414-14F45-4,IcePools,NEVER,0,DmocyW,2
NONE,IcePools,NEVER,0,manuelrobles2022,1
4F726-16E67-65733-03033-33312-D3230-30323-02D30-30303-0302D-41413-1373,Lucifer,2021-06-20,0,obxlightning10,1
NONE,Automatic,NEVER,0,testdummyaccount,1
NONE,IcePools,NEVER,0,ROCKSTARALPHA,1

